REF_DATE,GEO,DGUID,Labour force characteristics,Sex,Age group,Statistics,Data type,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2019-04-01,Prince Edward Island,2016A000211,Labour force,Males,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2063197,3.2.2.1.1.1,45.4,,,,1
2019-04-01,Prince Edward Island,2016A000211,Labour force,Females,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2063206,3.2.3.1.1.1,41.6,,,,1
2019-04-01,Prince Edward Island,2016A000211,Employment,Males,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2063198,3.3.2.1.1.1,40.6,,,,1
2019-04-01,Prince Edward Island,2016A000211,Employment,Females,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2063207,3.3.3.1.1.1,38.7,,,,1
2019-04-01,Prince Edward Island,2016A000211,Full-time employment,Males,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2063199,3.4.2.1.1.1,36.0,,,,1
2019-04-01,Prince Edward Island,2016A000211,Full-time employment,Females,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2063208,3.4.3.1.1.1,31.1,,,,1
2019-04-01,Prince Edward Island,2016A000211,Part-time employment ,Males,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2063200,3.5.2.1.1.1,4.5,,,,1
2019-04-01,Prince Edward Island,2016A000211,Part-time employment ,Females,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2063209,3.5.3.1.1.1,7.6,,,,1
2019-04-01,Prince Edward Island,2016A000211,Unemployment,Males,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2063201,3.6.2.1.1.1,4.8,,,,1
2019-04-01,Prince Edward Island,2016A000211,Unemployment,Females,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2063210,3.6.3.1.1.1,2.9,,,,1
2019-04-01,Prince Edward Island,2016A000211,Unemployment rate,Males,15 years and over,Estimate,Seasonally adjusted,Percentage,242,units,0,v2063202,3.7.2.1.1.1,10.6,,,,1
2019-04-01,Prince Edward Island,2016A000211,Unemployment rate,Females,15 years and over,Estimate,Seasonally adjusted,Percentage,242,units,0,v2063211,3.7.3.1.1.1,7.0,,,,1
2019-04-01,Prince Edward Island,2016A000211,Participation rate,Males,15 years and over,Estimate,Seasonally adjusted,Percentage,242,units,0,v2063203,3.8.2.1.1.1,71.4,,,,1
2019-04-01,Prince Edward Island,2016A000211,Participation rate,Females,15 years and over,Estimate,Seasonally adjusted,Percentage,242,units,0,v2063212,3.8.3.1.1.1,62.9,,,,1
2019-04-01,Prince Edward Island,2016A000211,Employment rate,Males,15 years and over,Estimate,Seasonally adjusted,Percentage,242,units,0,v2063204,3.9.2.1.1.1,63.8,,,,1
2019-04-01,Prince Edward Island,2016A000211,Employment rate,Females,15 years and over,Estimate,Seasonally adjusted,Percentage,242,units,0,v2063213,3.9.3.1.1.1,58.5,,,,1
2019-04-01,Nova Scotia,2016A000212,Population,Males,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2063385,4.1.2.1.1.1,387.9,,,,1
2019-04-01,Nova Scotia,2016A000212,Population,Females,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2063394,4.1.3.1.1.1,415.3,,,,1
2019-04-01,Nova Scotia,2016A000212,Labour force,Males,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2063386,4.2.2.1.1.1,251.7,,,,1
2019-04-01,Nova Scotia,2016A000212,Labour force,Females,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2063395,4.2.3.1.1.1,246.5,,,,1
2019-04-01,Nova Scotia,2016A000212,Employment,Males,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2063387,4.3.2.1.1.1,230.1,,,,1
2019-04-01,Nova Scotia,2016A000212,Employment,Females,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2063396,4.3.3.1.1.1,232.2,,,,1
2019-04-01,Nova Scotia,2016A000212,Full-time employment,Males,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2063388,4.4.2.1.1.1,201.6,,,,1
2019-04-01,Nova Scotia,2016A000212,Full-time employment,Females,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2063397,4.4.3.1.1.1,172.9,,,,1
2019-04-01,Nova Scotia,2016A000212,Part-time employment ,Males,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2063389,4.5.2.1.1.1,28.5,,,,1
2019-04-01,Nova Scotia,2016A000212,Part-time employment ,Females,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2063398,4.5.3.1.1.1,59.3,,,,1
2019-04-01,Nova Scotia,2016A000212,Unemployment,Males,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2063390,4.6.2.1.1.1,21.6,,,,1
2019-04-01,Nova Scotia,2016A000212,Unemployment,Females,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2063399,4.6.3.1.1.1,14.3,,,,1
2019-04-01,Nova Scotia,2016A000212,Unemployment rate,Males,15 years and over,Estimate,Seasonally adjusted,Percentage,242,units,0,v2063391,4.7.2.1.1.1,8.6,,,,1
2019-04-01,Nova Scotia,2016A000212,Unemployment rate,Females,15 years and over,Estimate,Seasonally adjusted,Percentage,242,units,0,v2063400,4.7.3.1.1.1,5.8,,,,1
2019-04-01,Nova Scotia,2016A000212,Participation rate,Males,15 years and over,Estimate,Seasonally adjusted,Percentage,242,units,0,v2063392,4.8.2.1.1.1,64.9,,,,1
2019-04-01,Nova Scotia,2016A000212,Participation rate,Females,15 years and over,Estimate,Seasonally adjusted,Percentage,242,units,0,v2063401,4.8.3.1.1.1,59.4,,,,1
2019-04-01,Nova Scotia,2016A000212,Employment rate,Males,15 years and over,Estimate,Seasonally adjusted,Percentage,242,units,0,v2063393,4.9.2.1.1.1,59.3,,,,1
2019-04-01,Nova Scotia,2016A000212,Employment rate,Females,15 years and over,Estimate,Seasonally adjusted,Percentage,242,units,0,v2063402,4.9.3.1.1.1,55.9,,,,1
2019-04-01,New Brunswick,2016A000213,Population,Males,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2063574,5.1.2.1.1.1,313.9,,,,1
2019-04-01,New Brunswick,2016A000213,Population,Females,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2063583,5.1.3.1.1.1,327.2,,,,1
2019-04-01,New Brunswick,2016A000213,Labour force,Males,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2063575,5.2.2.1.1.1,205.3,,,,1
2019-04-01,New Brunswick,2016A000213,Labour force,Females,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2063584,5.2.3.1.1.1,187.9,,,,1
2019-04-01,New Brunswick,2016A000213,Employment,Males,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2063576,5.3.2.1.1.1,185.5,,,,1
2019-04-01,New Brunswick,2016A000213,Employment,Females,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2063585,5.3.3.1.1.1,175.2,,,,1
2019-04-01,New Brunswick,2016A000213,Full-time employment,Males,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2063577,5.4.2.1.1.1,166.1,,,,1
2019-04-01,New Brunswick,2016A000213,Full-time employment,Females,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2063586,5.4.3.1.1.1,136.9,,,,1
2019-04-01,New Brunswick,2016A000213,Part-time employment ,Males,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2063578,5.5.2.1.1.1,19.5,,,,1
2019-04-01,New Brunswick,2016A000213,Part-time employment ,Females,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2063587,5.5.3.1.1.1,38.4,,,,1
2019-04-01,New Brunswick,2016A000213,Unemployment,Males,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2063579,5.6.2.1.1.1,19.7,,,,1
2019-04-01,New Brunswick,2016A000213,Unemployment,Females,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2063588,5.6.3.1.1.1,12.6,,,,1
2019-04-01,New Brunswick,2016A000213,Unemployment rate,Males,15 years and over,Estimate,Seasonally adjusted,Percentage,242,units,0,v2063580,5.7.2.1.1.1,9.6,,,,1
2019-04-01,New Brunswick,2016A000213,Unemployment rate,Females,15 years and over,Estimate,Seasonally adjusted,Percentage,242,units,0,v2063589,5.7.3.1.1.1,6.7,,,,1
2019-04-01,New Brunswick,2016A000213,Participation rate,Males,15 years and over,Estimate,Seasonally adjusted,Percentage,242,units,0,v2063581,5.8.2.1.1.1,65.4,,,,1
2019-04-01,New Brunswick,2016A000213,Participation rate,Females,15 years and over,Estimate,Seasonally adjusted,Percentage,242,units,0,v2063590,5.8.3.1.1.1,57.4,,,,1
2019-04-01,New Brunswick,2016A000213,Employment rate,Males,15 years and over,Estimate,Seasonally adjusted,Percentage,242,units,0,v2063582,5.9.2.1.1.1,59.1,,,,1
2019-04-01,New Brunswick,2016A000213,Employment rate,Females,15 years and over,Estimate,Seasonally adjusted,Percentage,242,units,0,v2063591,5.9.3.1.1.1,53.5,,,,1
2019-04-01,Quebec,2016A000224,Population,Males,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2063763,6.1.2.1.1.1,3476.6,,,,1
2019-04-01,Quebec,2016A000224,Population,Females,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2063772,6.1.3.1.1.1,3509.4,,,,1
2019-04-01,Quebec,2016A000224,Labour force,Males,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2063764,6.2.2.1.1.1,2401.6,,,,1
2019-04-01,Quebec,2016A000224,Labour force,Females,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2063773,6.2.3.1.1.1,2162.8,,,,1
2019-04-01,Quebec,2016A000224,Employment,Males,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2063765,6.3.2.1.1.1,2266.5,,,,1
2019-04-01,Quebec,2016A000224,Employment,Females,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2063774,6.3.3.1.1.1,2076.2,,,,1
2019-04-01,Quebec,2016A000224,Full-time employment,Males,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2063766,6.4.2.1.1.1,1953.1,,,,1
2019-04-01,Quebec,2016A000224,Full-time employment,Females,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2063775,6.4.3.1.1.1,1543.1,,,,1
2019-04-01,Quebec,2016A000224,Part-time employment ,Males,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2063767,6.5.2.1.1.1,313.4,,,,1
2019-04-01,Quebec,2016A000224,Part-time employment ,Females,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2063776,6.5.3.1.1.1,533.1,,,,1
2019-04-01,Quebec,2016A000224,Unemployment,Males,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2063768,6.6.2.1.1.1,135.1,,,,1
2019-04-01,Quebec,2016A000224,Unemployment,Females,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2063777,6.6.3.1.1.1,86.6,,,,1
2019-04-01,Quebec,2016A000224,Unemployment rate,Males,15 years and over,Estimate,Seasonally adjusted,Percentage,242,units,0,v2063769,6.7.2.1.1.1,5.6,,,,1
2019-04-01,Quebec,2016A000224,Unemployment rate,Females,15 years and over,Estimate,Seasonally adjusted,Percentage,242,units,0,v2063778,6.7.3.1.1.1,4.0,,,,1
2019-04-01,Quebec,2016A000224,Participation rate,Males,15 years and over,Estimate,Seasonally adjusted,Percentage,242,units,0,v2063770,6.8.2.1.1.1,69.1,,,,1
2019-04-01,Quebec,2016A000224,Participation rate,Females,15 years and over,Estimate,Seasonally adjusted,Percentage,242,units,0,v2063779,6.8.3.1.1.1,61.6,,,,1
2019-04-01,Quebec,2016A000224,Employment rate,Males,15 years and over,Estimate,Seasonally adjusted,Percentage,242,units,0,v2063771,6.9.2.1.1.1,65.2,,,,1
2019-04-01,Quebec,2016A000224,Employment rate,Females,15 years and over,Estimate,Seasonally adjusted,Percentage,242,units,0,v2063780,6.9.3.1.1.1,59.2,,,,1
2019-04-01,Ontario,2016A000235,Population,Males,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2063952,7.1.2.1.1.1,5889.6,,,,1
2019-04-01,Ontario,2016A000235,Population,Females,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2063961,7.1.3.1.1.1,6111.2,,,,1
2019-04-01,Ontario,2016A000235,Labour force,Males,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2063953,7.2.2.1.1.1,4152.7,,,,1
2019-04-01,Ontario,2016A000235,Labour force,Females,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2063962,7.2.3.1.1.1,3722.8,,,,1
2019-04-01,Ontario,2016A000235,Employment,Males,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2063954,7.3.2.1.1.1,3906.4,,,,1
2019-04-01,Ontario,2016A000235,Employment,Females,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2063963,7.3.3.1.1.1,3498.9,,,,1
2019-04-01,Ontario,2016A000235,Full-time employment,Males,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2063955,7.4.2.1.1.1,3386.8,,,,1
2019-04-01,Ontario,2016A000235,Full-time employment,Females,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2063964,7.4.3.1.1.1,2609.0,,,,1
2019-04-01,Ontario,2016A000235,Part-time employment ,Males,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2063956,7.5.2.1.1.1,519.5,,,,1
2019-04-01,Ontario,2016A000235,Part-time employment ,Females,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2063965,7.5.3.1.1.1,889.9,,,,1
2019-04-01,Ontario,2016A000235,Unemployment,Males,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2063957,7.6.2.1.1.1,246.3,,,,1
2019-04-01,Ontario,2016A000235,Unemployment,Females,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2063966,7.6.3.1.1.1,223.9,,,,1
2019-04-01,Ontario,2016A000235,Unemployment rate,Males,15 years and over,Estimate,Seasonally adjusted,Percentage,242,units,0,v2063958,7.7.2.1.1.1,5.9,,,,1
2019-04-01,Ontario,2016A000235,Unemployment rate,Females,15 years and over,Estimate,Seasonally adjusted,Percentage,242,units,0,v2063967,7.7.3.1.1.1,6.0,,,,1
2019-04-01,Ontario,2016A000235,Participation rate,Males,15 years and over,Estimate,Seasonally adjusted,Percentage,242,units,0,v2063959,7.8.2.1.1.1,70.5,,,,1
2019-04-01,Ontario,2016A000235,Participation rate,Females,15 years and over,Estimate,Seasonally adjusted,Percentage,242,units,0,v2063968,7.8.3.1.1.1,60.9,,,,1
2019-04-01,Ontario,2016A000235,Employment rate,Males,15 years and over,Estimate,Seasonally adjusted,Percentage,242,units,0,v2063960,7.9.2.1.1.1,66.3,,,,1
2019-04-01,Ontario,2016A000235,Employment rate,Females,15 years and over,Estimate,Seasonally adjusted,Percentage,242,units,0,v2063969,7.9.3.1.1.1,57.3,,,,1
2019-04-01,Manitoba,2016A000246,Population,Males,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2064141,8.1.2.1.1.1,514.4,,,,1
2019-04-01,Manitoba,2016A000246,Population,Females,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2064150,8.1.3.1.1.1,522.6,,,,1
2019-04-01,Manitoba,2016A000246,Labour force,Males,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2064142,8.2.2.1.1.1,374.3,,,,1
2019-04-01,Manitoba,2016A000246,Labour force,Females,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2064151,8.2.3.1.1.1,323.8,,,,1
2019-04-01,Manitoba,2016A000246,Employment,Males,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2064143,8.3.2.1.1.1,354.4,,,,1
2019-04-01,Manitoba,2016A000246,Employment,Females,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2064152,8.3.3.1.1.1,308.2,,,,1
2019-04-01,Manitoba,2016A000246,Full-time employment,Males,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2064144,8.4.2.1.1.1,311.2,,,,1
2019-04-01,Manitoba,2016A000246,Full-time employment,Females,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2064153,8.4.3.1.1.1,221.0,,,,1
2019-04-01,Manitoba,2016A000246,Part-time employment ,Males,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2064145,8.5.2.1.1.1,43.2,,,,1
2019-04-01,Manitoba,2016A000246,Part-time employment ,Females,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2064154,8.5.3.1.1.1,87.2,,,,1
2019-04-01,Manitoba,2016A000246,Unemployment,Males,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2064146,8.6.2.1.1.1,19.9,,,,1
2019-04-01,Manitoba,2016A000246,Unemployment,Females,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2064155,8.6.3.1.1.1,15.7,,,,1
2019-04-01,Manitoba,2016A000246,Unemployment rate,Males,15 years and over,Estimate,Seasonally adjusted,Percentage,242,units,0,v2064147,8.7.2.1.1.1,5.3,,,,1
2019-04-01,Manitoba,2016A000246,Unemployment rate,Females,15 years and over,Estimate,Seasonally adjusted,Percentage,242,units,0,v2064156,8.7.3.1.1.1,4.8,,,,1
2019-04-01,Manitoba,2016A000246,Participation rate,Males,15 years and over,Estimate,Seasonally adjusted,Percentage,242,units,0,v2064148,8.8.2.1.1.1,72.8,,,,1
2019-04-01,Manitoba,2016A000246,Participation rate,Females,15 years and over,Estimate,Seasonally adjusted,Percentage,242,units,0,v2064157,8.8.3.1.1.1,62.0,,,,1
2019-04-01,Manitoba,2016A000246,Employment rate,Males,15 years and over,Estimate,Seasonally adjusted,Percentage,242,units,0,v2064149,8.9.2.1.1.1,68.9,,,,1
2019-04-01,Manitoba,2016A000246,Employment rate,Females,15 years and over,Estimate,Seasonally adjusted,Percentage,242,units,0,v2064158,8.9.3.1.1.1,59.0,,,,1
2019-04-01,Saskatchewan,2016A000247,Population,Males,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2064330,9.1.2.1.1.1,443.1,,,,1
2019-04-01,Saskatchewan,2016A000247,Population,Females,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2064339,9.1.3.1.1.1,438.6,,,,1
2019-04-01,Saskatchewan,2016A000247,Labour force,Males,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2064331,9.2.2.1.1.1,333.1,,,,1
2019-04-01,Saskatchewan,2016A000247,Labour force,Females,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2064340,9.2.3.1.1.1,278.3,,,,1
2019-04-01,Saskatchewan,2016A000247,Employment,Males,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2064332,9.3.2.1.1.1,313.0,,,,1
2019-04-01,Saskatchewan,2016A000247,Employment,Females,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2064341,9.3.3.1.1.1,264.6,,,,1
2019-04-01,Saskatchewan,2016A000247,Full-time employment,Males,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2064333,9.4.2.1.1.1,279.1,,,,1
2019-04-01,Saskatchewan,2016A000247,Full-time employment,Females,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2064342,9.4.3.1.1.1,196.4,,,,1
2019-04-01,Saskatchewan,2016A000247,Part-time employment ,Males,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2064334,9.5.2.1.1.1,33.9,,,,1
2019-04-01,Saskatchewan,2016A000247,Part-time employment ,Females,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2064343,9.5.3.1.1.1,68.2,,,,1
2019-04-01,Saskatchewan,2016A000247,Unemployment,Males,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2064335,9.6.2.1.1.1,20.0,,,,1
2019-04-01,Saskatchewan,2016A000247,Unemployment,Females,15 years and over,Estimate,Seasonally adjusted,Persons,249,thousands,3,v2064344,9.6.3.1.1.1,13.7,,,,1
